,SecurityID,ZXF
2408,600199.SSE,36
2409,600200.SSE,70
2410,600201.SSE,37
2411,600202.SSE,27
2412,600203.SSE,60
2413,600206.SSE,60
2414,600207.SSE,70
2415,600208.SSE,42
2416,600209.SSE,23
2417,600210.SSE,25
2418,600211.SSE,35
2419,600212.SSE,70
2420,600213.SSE,30
2421,600215.SSE,42
2422,600216.SSE,35
2423,600217.SSE,20
2424,600218.SSE,30
2425,600219.SSE,12
2426,600220.SSE,34
2427,600221.SSE,50
2428,600222.SSE,35
2429,600223.SSE,42
2430,600225.SSE,42
2431,600226.SSE,22
2432,600227.SSE,22
2433,600228.SSE,22
2434,600229.SSE,63
2435,600230.SSE,22
2436,600231.SSE,21
2437,600232.SSE,34
2438,600233.SSE,50
2439,600234.SSE,70
2440,600235.SSE,25
2441,600236.SSE,20
2442,600237.SSE,60
2443,600238.SSE,36
2444,600239.SSE,42
2445,600240.SSE,42
2446,600241.SSE,31
2447,600242.SSE,63
2448,600243.SSE,26
2449,600246.SSE,42
2450,600247.SSE,31
2451,600248.SSE,23
2452,600249.SSE,22
2453,600250.SSE,31
2454,600251.SSE,37
2455,600252.SSE,35
2456,600255.SSE,12
2457,600256.SSE,10
2458,600257.SSE,37
2459,600258.SSE,32
2460,600259.SSE,12
2461,600260.SSE,61
2462,600261.SSE,33
2463,600262.SSE,26
2464,600265.SSE,37
2465,600266.SSE,42
2466,600267.SSE,35
2467,600268.SSE,27
2468,600269.SSE,50
2469,600271.SSE,62
2470,600272.SSE,35
2471,600273.SSE,22
2472,600275.SSE,37
2473,600276.SSE,35
2474,600277.SSE,22
2475,600278.SSE,31
2476,600279.SSE,50
2477,600280.SSE,31
2478,600281.SSE,22
2479,600282.SSE,21
2480,600283.SSE,20
2481,600284.SSE,23
2482,600285.SSE,35
2483,600287.SSE,31
2484,600288.SSE,60
2485,600289.SSE,61
2486,600290.SSE,27
2487,600291.SSE,41
2488,600292.SSE,20
2489,600293.SSE,24
2490,600295.SSE,21
2491,600297.SSE,30
2492,600298.SSE,36
2493,600299.SSE,36
2494,600300.SSE,36
2495,600301.SSE,22
2496,600302.SSE,26
2497,600303.SSE,30
2498,600305.SSE,36
2499,600306.SSE,31
2500,600307.SSE,21
2501,600308.SSE,25
2502,600309.SSE,22
2503,600310.SSE,20
2504,600311.SSE,12
2505,600312.SSE,27
2506,600313.SSE,37
2507,600315.SSE,22
2508,600316.SSE,28
2509,600317.SSE,50
2510,600318.SSE,41
2511,600319.SSE,22
2512,600320.SSE,26
2513,600321.SSE,24
2514,600322.SSE,42
2515,600323.SSE,20
2516,600325.SSE,42
2517,600326.SSE,23
2518,600327.SSE,30
2519,600328.SSE,22
2520,600329.SSE,35
2521,600330.SSE,12
2522,600331.SSE,12
2523,600332.SSE,35
2524,600333.SSE,20
2525,600335.SSE,30
2526,600336.SSE,33
2527,600337.SSE,25
2528,600338.SSE,12
2529,600339.SSE,10
2530,600340.SSE,42
2531,600343.SSE,28
2532,600345.SSE,61
2533,600346.SSE,10
2534,600348.SSE,11
2535,600350.SSE,50
2536,600351.SSE,35
2537,600352.SSE,22
2538,600353.SSE,60
2539,600354.SSE,37
2540,600355.SSE,61
2541,600356.SSE,25
2542,600358.SSE,32
2543,600359.SSE,37
2544,600360.SSE,60
2545,600361.SSE,31
2546,600362.SSE,12
2547,600363.SSE,60
2548,600365.SSE,36
2549,600366.SSE,12
2550,600367.SSE,22
2551,600368.SSE,50
2552,600369.SSE,41
2553,600370.SSE,34
2554,600371.SSE,37
2555,600372.SSE,28
2556,600373.SSE,63
2557,600375.SSE,30
2558,600376.SSE,42
2559,600377.SSE,50
2560,600378.SSE,10
2561,600379.SSE,27
2562,600380.SSE,35
2563,600381.SSE,36
2564,600382.SSE,70
2565,600383.SSE,42
2566,600385.SSE,12
2567,600386.SSE,63
2568,600387.SSE,10
2569,600388.SSE,20
2570,600389.SSE,22
2571,600390.SSE,41
2572,600391.SSE,28
2573,600392.SSE,12
2574,600393.SSE,42
2575,600395.SSE,11
2576,600396.SSE,20
2577,600397.SSE,11
2578,600398.SSE,34
2579,600399.SSE,28
2580,600400.SSE,34
2581,600403.SSE,11
2582,600405.SSE,61
2583,600406.SSE,27
2584,600408.SSE,11
2585,600409.SSE,22
2586,600410.SSE,62
2587,600415.SSE,31
2588,600416.SSE,27
2589,600418.SSE,30
2590,600419.SSE,36
2591,600420.SSE,35
2592,600421.SSE,26
2593,600422.SSE,35
2594,600423.SSE,22
2595,600425.SSE,24
2596,600426.SSE,22
2597,600428.SSE,50
2598,600429.SSE,36
2599,600433.SSE,25
2600,600435.SSE,28
2601,600436.SSE,35
2602,600438.SSE,27
2603,600439.SSE,34
2604,600444.SSE,22
2605,600446.SSE,62
2606,600448.SSE,34
2607,600449.SSE,24
2608,600452.SSE,20
2609,600455.SSE,63
2610,600456.SSE,12
2611,600458.SSE,26
2612,600459.SSE,12
2613,600460.SSE,60
2614,600461.SSE,20
2615,600462.SSE,61
2616,600463.SSE,42
2617,600466.SSE,42
2618,600467.SSE,37
2619,600468.SSE,27
2620,600469.SSE,30
2621,600470.SSE,22
2622,600475.SSE,27
2623,600476.SSE,62
2624,600477.SSE,23
2625,600478.SSE,60
2626,600479.SSE,35
2627,600480.SSE,30
2628,600481.SSE,26
2629,600482.SSE,28
2630,600483.SSE,20
2631,600485.SSE,61
2632,600486.SSE,22
2633,600487.SSE,61
2634,600488.SSE,35
2635,600489.SSE,12
2636,600490.SSE,12
2637,600491.SSE,23
2638,600493.SSE,34
2639,600495.SSE,26
2640,600496.SSE,23
2641,600497.SSE,12
2642,600498.SSE,61
2643,600499.SSE,20
2644,600500.SSE,22
2645,600501.SSE,28
2646,600502.SSE,23
2647,600503.SSE,42
2648,600505.SSE,20
2649,600506.SSE,37
2650,600507.SSE,21
2651,600508.SSE,11
2652,600509.SSE,20
2653,600510.SSE,70
2654,600511.SSE,35
2655,600512.SSE,23
2656,600513.SSE,35
2657,600515.SSE,42
2658,600516.SSE,24
2659,600517.SSE,27
2660,600518.SSE,35
2661,600519.SSE,36
2662,600520.SSE,26
2663,600521.SSE,35
2664,600522.SSE,61
2665,600523.SSE,30
2666,600525.SSE,60
2667,600526.SSE,20
2668,600527.SSE,34
2669,600528.SSE,23
2670,600529.SSE,35
2671,600530.SSE,35
2672,600531.SSE,12
2673,600532.SSE,21
2674,600533.SSE,42
2675,600535.SSE,35
2676,600536.SSE,62
2677,600537.SSE,27
2678,600538.SSE,22
2679,600539.SSE,24
2680,600540.SSE,37
2681,600543.SSE,36
2682,600545.SSE,23
2683,600546.SSE,11
2684,600547.SSE,12
2685,600548.SSE,50
2686,600549.SSE,12
2687,600550.SSE,27
2688,600551.SSE,63
2689,600552.SSE,60
2690,600555.SSE,42
2691,600556.SSE,42
2692,600557.SSE,35
2693,600558.SSE,26
2694,600559.SSE,36
2695,600560.SSE,26
2696,600561.SSE,50
2697,600562.SSE,28
2698,600563.SSE,60
2699,600565.SSE,42
2700,600566.SSE,35
2701,600567.SSE,25
2702,600568.SSE,35
2703,600569.SSE,21
2704,600570.SSE,62
2705,600571.SSE,62
2706,600572.SSE,35
2707,600573.SSE,36
2708,600575.SSE,50
2709,600576.SSE,63
2710,600577.SSE,27
2711,600578.SSE,20
2712,600579.SSE,26
2713,600580.SSE,27
2714,600581.SSE,21
2715,600582.SSE,26
2716,600583.SSE,10
2717,600584.SSE,60
2718,600585.SSE,24
2719,600586.SSE,24
2720,600587.SSE,35
2721,600588.SSE,62
2722,600589.SSE,22
2723,600590.SSE,27
2724,600592.SSE,26
2725,600593.SSE,32
2726,600594.SSE,35
2727,600595.SSE,12
2728,600596.SSE,22
2729,600597.SSE,36
2730,600598.SSE,37
2731,600599.SSE,41
2732,600600.SSE,36
2733,600601.SSE,62
2734,600602.SSE,62
2735,600603.SSE,42
2736,600604.SSE,42
2737,600605.SSE,31
2738,600606.SSE,42
2739,600608.SSE,21
2740,600609.SSE,30
2741,600610.SSE,23
2742,600611.SSE,50
2743,600612.SSE,31
2744,600613.SSE,35
2745,600614.SSE,12
2746,600615.SSE,12
2747,600616.SSE,36
2748,600617.SSE,20
2749,600618.SSE,22
2750,600619.SSE,33
2751,600620.SSE,70
2752,600621.SSE,41
2753,600622.SSE,42
2754,600623.SSE,22
2755,600624.SSE,70
2756,600626.SSE,70
2757,600628.SSE,31
2758,600629.SSE,23
2759,600630.SSE,34
2760,600633.SSE,63
2761,600634.SSE,70
2762,600635.SSE,20
2763,600636.SSE,22
2764,600637.SSE,63
2765,600638.SSE,42
2766,600639.SSE,42
2767,600640.SSE,63
2768,600641.SSE,42
2769,600642.SSE,20
2770,600643.SSE,41
2771,600644.SSE,20
2772,600645.SSE,35
2773,600647.SSE,42
2774,600648.SSE,42
2775,600649.SSE,42
2776,600650.SSE,50
2777,600651.SSE,33
2778,600652.SSE,63
2779,600653.SSE,30
2780,600654.SSE,62
2781,600655.SSE,31
2782,600657.SSE,42
2783,600658.SSE,42
2784,600660.SSE,30
2785,600661.SSE,63
2786,600662.SSE,50
2787,600663.SSE,42
2788,600664.SSE,35
2789,600665.SSE,42
2790,600666.SSE,26
2791,600667.SSE,60
2792,600668.SSE,70
2793,600671.SSE,35
2794,600673.SSE,12
2795,600674.SSE,20
2796,600675.SSE,42
2797,600676.SSE,30
2798,600677.SSE,28
2799,600678.SSE,24
2800,600679.SSE,25
2801,600681.SSE,20
2802,600682.SSE,31
2803,600683.SSE,42
2804,600684.SSE,42
2805,600685.SSE,28
2806,600686.SSE,30
2807,600687.SSE,12
2808,600688.SSE,10
2809,600689.SSE,34
2810,600690.SSE,33
2811,600691.SSE,22
2812,600692.SSE,50
2813,600693.SSE,31
2814,600694.SSE,31
2815,600695.SSE,41
2816,600696.SSE,42
2817,600697.SSE,31
2818,600698.SSE,30
2819,600699.SSE,30
2820,600701.SSE,62
2821,600702.SSE,36
2822,600703.SSE,60
2823,600704.SSE,70
2824,600705.SSE,41
2825,600706.SSE,32
2826,600707.SSE,60
2827,600708.SSE,42
2828,600710.SSE,31
2829,600711.SSE,12
2830,600712.SSE,31
2831,600713.SSE,35
2832,600714.SSE,11
2833,600715.SSE,63
2834,600716.SSE,42
2835,600717.SSE,50
2836,600718.SSE,62
2837,600719.SSE,20
2838,600720.SSE,24
2839,600721.SSE,35
2840,600722.SSE,22
2841,600723.SSE,31
2842,600724.SSE,42
2843,600725.SSE,11
2844,600726.SSE,20
2845,600727.SSE,22
2846,600728.SSE,62
2847,600729.SSE,31
2848,600730.SSE,70
2849,600731.SSE,22
2850,600732.SSE,42
2851,600733.SSE,30
2852,600734.SSE,62
2853,600735.SSE,31
2854,600736.SSE,42
2855,600737.SSE,37
2856,600738.SSE,31
2857,600739.SSE,41
2858,600740.SSE,11
2859,600741.SSE,30
2860,600742.SSE,30
2861,600743.SSE,42
2862,600744.SSE,20
2863,600745.SSE,61
2864,600746.SSE,22
2865,600748.SSE,42
2866,600749.SSE,32
2867,600750.SSE,35
2868,600751.SSE,50
2869,600753.SSE,31
2870,600754.SSE,32
2871,600755.SSE,31
2872,600756.SSE,62
2873,600757.SSE,63
2874,600758.SSE,11
2875,600759.SSE,10
2876,600760.SSE,28
2877,600761.SSE,26
2878,600763.SSE,35
2879,600764.SSE,28
2880,600765.SSE,28
2881,600766.SSE,12
2882,600767.SSE,35
2883,600768.SSE,12
2884,600769.SSE,20
2885,600770.SSE,70
2886,600771.SSE,35
2887,600773.SSE,42
2888,600774.SSE,31
2889,600775.SSE,61
2890,600776.SSE,61
2891,600777.SSE,10
2892,600778.SSE,31
2893,600779.SSE,36
2894,600780.SSE,20
2895,600781.SSE,35
2896,600782.SSE,21
2897,600783.SSE,41
2898,600784.SSE,70
2899,600785.SSE,31
2900,600787.SSE,50
2901,600789.SSE,35
2902,600790.SSE,31
2903,600791.SSE,42
2904,600792.SSE,11
2905,600793.SSE,25
2906,600794.SSE,50
2907,600795.SSE,20
2908,600796.SSE,22
2909,600797.SSE,62
2910,600798.SSE,50
2911,600800.SSE,62
2912,600801.SSE,24
2913,600802.SSE,24
2914,600803.SSE,22
2915,600804.SSE,61
2916,600805.SSE,70
2917,600807.SSE,42
2918,600808.SSE,21
2919,600809.SSE,36
2920,600810.SSE,22
2921,600811.SSE,31
2922,600812.SSE,35
2923,600814.SSE,31
2924,600815.SSE,26
2925,600816.SSE,41
2926,600817.SSE,42
2927,600818.SSE,30
2928,600819.SSE,24
2929,600820.SSE,23
2930,600821.SSE,31
2931,600822.SSE,31
2932,600823.SSE,42
2933,600824.SSE,31
2934,600825.SSE,63
2935,600826.SSE,31
2936,600827.SSE,31
2937,600828.SSE,31
2938,600829.SSE,35
2939,600830.SSE,41
2940,600831.SSE,63
2941,600833.SSE,35
2942,600834.SSE,50
2943,600835.SSE,26
2944,600836.SSE,25
2945,600837.SSE,41
2946,600838.SSE,31
2947,600839.SSE,33
2948,600841.SSE,30
2949,600843.SSE,26
2950,600844.SSE,22
2951,600845.SSE,62
2952,600846.SSE,23
2953,600847.SSE,27
2954,600848.SSE,42
2955,600850.SSE,62
2956,600851.SSE,35
2957,600853.SSE,23
2958,600854.SSE,33
2959,600855.SSE,62
2960,600856.SSE,10
2961,600857.SSE,31
2962,600858.SSE,31
2963,600859.SSE,31
2964,600860.SSE,26
2965,600861.SSE,31
2966,600862.SSE,28
2967,600863.SSE,20
2968,600864.SSE,41
2969,600865.SSE,31
2970,600866.SSE,36
2971,600867.SSE,35
2972,600868.SSE,20
2973,600869.SSE,27
2974,600870.SSE,33
2975,600871.SSE,10
2976,600872.SSE,36
2977,600873.SSE,36
2978,600874.SSE,20
2979,600875.SSE,27
2980,600876.SSE,24
2981,600877.SSE,70
2982,600879.SSE,28
2983,600880.SSE,63
2984,600881.SSE,70
2985,600882.SSE,36
2986,600883.SSE,24
2987,600884.SSE,60
2988,600885.SSE,27
2989,600886.SSE,20
2990,600887.SSE,36
2991,600888.SSE,12
2992,600889.SSE,22
2993,600890.SSE,42
2994,600891.SSE,31
2995,600892.SSE,63
2996,600893.SSE,28
2997,600894.SSE,26
2998,600895.SSE,42
2999,600896.SSE,35
3000,600897.SSE,50
3001,600898.SSE,61
3002,600900.SSE,20
3003,600901.SSE,41
3004,600903.SSE,20
3005,600908.SSE,40
3006,600909.SSE,41
3007,600917.SSE,20
3008,600919.SSE,40
3009,600926.SSE,40
3010,600928.SSE,40
3011,600929.SSE,36
3012,600933.SSE,30
3013,600936.SSE,63
3014,600939.SSE,23
3015,600958.SSE,41
3016,600959.SSE,63
3017,600960.SSE,30
3018,600961.SSE,12
3019,600962.SSE,37
3020,600963.SSE,25
3021,600965.SSE,37
3022,600966.SSE,25
3023,600967.SSE,28
3024,600968.SSE,10
3025,600969.SSE,20
3026,600970.SSE,23
3027,600971.SSE,11
3028,600973.SSE,27
3029,600975.SSE,37
3030,600976.SSE,35
3031,600977.SSE,63
3032,600978.SSE,37
3033,600979.SSE,20
3034,600980.SSE,12
3035,600981.SSE,31
3036,600982.SSE,20
3037,600983.SSE,33
3038,600984.SSE,26
3039,600985.SSE,22
3040,600986.SSE,63
3041,600987.SSE,34
3042,600988.SSE,12
3043,600989.SSE,22
3044,600990.SSE,28
3045,600992.SSE,26
3046,600993.SSE,35
3047,600995.SSE,20
3048,600996.SSE,63
3049,600997.SSE,11
3050,600998.SSE,35
3051,600999.SSE,41
3052,601000.SSE,50
3053,601001.SSE,11
3054,601002.SSE,26
3055,601003.SSE,21
3056,601005.SSE,21
3057,601006.SSE,50
3058,601007.SSE,32
3059,601008.SSE,50
3060,601009.SSE,40
3061,601010.SSE,31
3062,601011.SSE,11
3063,601012.SSE,27
3064,601015.SSE,11
3065,601016.SSE,20
3066,601018.SSE,50
3067,601019.SSE,63
3068,601020.SSE,12
3069,601021.SSE,50
3070,601028.SSE,21
3071,601038.SSE,26
3072,601058.SSE,30
3073,601066.SSE,41
3074,601068.SSE,23
3075,601069.SSE,12
3076,601077.SSE,--
3077,601086.SSE,31
3078,601088.SSE,11
3079,601098.SSE,63
3080,601099.SSE,41
3081,601100.SSE,26
3082,601101.SSE,11
3083,601106.SSE,26
3084,601107.SSE,50
3085,601108.SSE,41
3086,601111.SSE,50
3087,601113.SSE,10
3088,601116.SSE,31
3089,601117.SSE,23
3090,601118.SSE,37
3091,601126.SSE,27
3092,601127.SSE,30
3093,601128.SSE,40
3094,601137.SSE,12
3095,601138.SSE,61
3096,601139.SSE,20
3097,601155.SSE,42
3098,601158.SSE,20
3099,601162.SSE,41
3100,601163.SSE,22
3101,601166.SSE,40
3102,601168.SSE,12
3103,601169.SSE,40
3104,601177.SSE,26
3105,601179.SSE,27
3106,601186.SSE,23
3107,601188.SSE,50
3108,601198.SSE,41
3109,601199.SSE,20
3110,601200.SSE,20
3111,601208.SSE,22
3112,601211.SSE,41
3113,601212.SSE,12
3114,601216.SSE,22
3115,601218.SSE,27
3116,601222.SSE,27
3117,601225.SSE,11
3118,601226.SSE,23
3119,601228.SSE,50
3120,601229.SSE,40
3121,601231.SSE,60
3122,601233.SSE,10
3123,601236.SSE,41
3124,601238.SSE,30
3125,601258.SSE,30
3126,601288.SSE,40
3127,601298.SSE,50
3128,601311.SSE,30
3129,601318.SSE,41
3130,601319.SSE,41
3131,601326.SSE,50
3132,601328.SSE,40
3133,601330.SSE,20
3134,601333.SSE,50
3135,601336.SSE,41
3136,601339.SSE,34
3137,601360.SSE,63
3138,601366.SSE,31
3139,601368.SSE,20
3140,601369.SSE,26
3141,601375.SSE,41
3142,601377.SSE,41
3143,601388.SSE,12
3144,601390.SSE,23
3145,601398.SSE,40
3146,601500.SSE,22
3147,601512.SSE,--
3148,601515.SSE,25
3149,601518.SSE,50
3150,601519.SSE,62
3151,601555.SSE,41
3152,601558.SSE,27
3153,601566.SSE,34
3154,601567.SSE,27
3155,601577.SSE,40
3156,601579.SSE,36
3157,601588.SSE,42
3158,601595.SSE,63
3159,601598.SSE,50
3160,601599.SSE,63
3161,601600.SSE,12
3162,601601.SSE,41
3163,601606.SSE,28
3164,601607.SSE,35
3165,601608.SSE,26
3166,601611.SSE,23
3167,601615.SSE,27
3168,601616.SSE,27
3169,601618.SSE,23
3170,601619.SSE,20
3171,601628.SSE,41
3172,601633.SSE,30
3173,601636.SSE,24
3174,601658.SSE,--
3175,601666.SSE,11
3176,601668.SSE,23
3177,601669.SSE,23
3178,601677.SSE,12
3179,601678.SSE,22
3180,601688.SSE,41
3181,601689.SSE,30
3182,601698.SSE,28
3183,601699.SSE,11
3184,601700.SSE,27
3185,601717.SSE,26
3186,601718.SSE,34
3187,601727.SSE,27
3188,601766.SSE,26
3189,601777.SSE,30
3190,601788.SSE,41
3191,601789.SSE,23
3192,601798.SSE,26
3193,601799.SSE,30
3194,601800.SSE,23
3195,601801.SSE,63
3196,601808.SSE,10
3197,601811.SSE,63
3198,601818.SSE,40
3199,601828.SSE,31
3200,601838.SSE,40
3201,601857.SSE,10
3202,601858.SSE,63
3203,601860.SSE,40
3204,601865.SSE,24
3205,601866.SSE,50
3206,601869.SSE,61
3207,601872.SSE,50
3208,601877.SSE,27
3209,601878.SSE,41
3210,601880.SSE,50
3211,601881.SSE,41
3212,601882.SSE,26
3213,601886.SSE,23
3214,601888.SSE,32
3215,601890.SSE,26
3216,601898.SSE,11
3217,601899.SSE,12
3218,601900.SSE,63
3219,601901.SSE,41
3220,601908.SSE,27
3221,601916.SSE,--
3222,601918.SSE,11
3223,601919.SSE,50
3224,601928.SSE,63
3225,601929.SSE,63
3226,601933.SSE,31
3227,601939.SSE,40
3228,601949.SSE,63
3229,601952.SSE,37
3230,601958.SSE,12
3231,601965.SSE,30
3232,601966.SSE,22
3233,601968.SSE,25
3234,601969.SSE,21
3235,601975.SSE,50
3236,601985.SSE,20
3237,601988.SSE,40
3238,601989.SSE,28
3239,601990.SSE,41
3240,601991.SSE,20
3241,601992.SSE,70
3242,601996.SSE,37
3243,601997.SSE,40
3244,601998.SSE,40
3245,601999.SSE,63
3246,603000.SSE,63
3247,603001.SSE,34
3248,603002.SSE,22
3249,603003.SSE,62
3250,603005.SSE,60
3251,603006.SSE,30
3252,603007.SSE,23
3253,603008.SSE,25
3254,603009.SSE,30
3255,603010.SSE,22
3256,603011.SSE,26
3257,603012.SSE,26
3258,603013.SSE,30
3259,603015.SSE,26
3260,603016.SSE,27
3261,603017.SSE,23
3262,603018.SSE,23
3263,603019.SSE,62
3264,603020.SSE,36
3265,603021.SSE,25
3266,603022.SSE,25
3267,603023.SSE,30
3268,603025.SSE,62
3269,603026.SSE,22
3270,603027.SSE,36
3271,603028.SSE,26
3272,603029.SSE,26
3273,603030.SSE,23
3274,603031.SSE,31
3275,603032.SSE,50
3276,603033.SSE,22
3277,603035.SSE,30
3278,603036.SSE,26
3279,603037.SSE,30
3280,603038.SSE,24
3281,603039.SSE,62
3282,603040.SSE,30
3283,603041.SSE,22
3284,603042.SSE,61
3285,603043.SSE,32
3286,603045.SSE,12
3287,603050.SSE,27
3288,603053.SSE,--
3289,603055.SSE,34
3290,603056.SSE,50
3291,603058.SSE,25
3292,603059.SSE,25
3293,603060.SSE,70
3294,603063.SSE,27
3295,603066.SSE,50
3296,603067.SSE,22
3297,603068.SSE,60
3298,603069.SSE,50
3299,603076.SSE,26
3300,603077.SSE,22
3301,603078.SSE,22
3302,603079.SSE,35
3303,603080.SSE,20
3304,603081.SSE,26
3305,603083.SSE,61
3306,603085.SSE,30
3307,603086.SSE,22
3308,603088.SSE,26
3309,603089.SSE,30
3310,603090.SSE,26
3311,603093.SSE,41
3312,603096.SSE,63
3313,603098.SSE,23
3314,603099.SSE,32
3315,603100.SSE,26
3316,603101.SSE,31
3317,603103.SSE,63
3318,603105.SSE,27
3319,603106.SSE,62
3320,603108.SSE,35
3321,603110.SSE,22
3322,603111.SSE,26
3323,603113.SSE,11
3324,603115.SSE,26
3325,603116.SSE,34
3326,603117.SSE,50
3327,603118.SSE,61
3328,603121.SSE,30
3329,603123.SSE,31
3330,603126.SSE,20
3331,603127.SSE,35
3332,603128.SSE,50
3333,603129.SSE,30
3334,603131.SSE,26
3335,603133.SSE,22
3336,603136.SSE,32
3337,603138.SSE,62
3338,603139.SSE,35
3339,603156.SSE,36
3340,603157.SSE,34
3341,603158.SSE,30
3342,603159.SSE,26
3343,603160.SSE,60
3344,603161.SSE,30
3345,603165.SSE,25
3346,603166.SSE,30
3347,603167.SSE,50
3348,603168.SSE,35
3349,603169.SSE,26
3350,603177.SSE,20
3351,603178.SSE,30
3352,603179.SSE,30
3353,603180.SSE,25
3354,603181.SSE,22
3355,603183.SSE,70
3356,603185.SSE,26
3357,603186.SSE,60
3358,603187.SSE,26
3359,603188.SSE,22
3360,603189.SSE,62
3361,603192.SSE,22
3362,603196.SSE,34
3363,603197.SSE,30
3364,603198.SSE,36
3365,603199.SSE,32
3366,603200.SSE,20
3367,603203.SSE,26
3368,603208.SSE,25
3369,603214.SSE,31
3370,603217.SSE,22
3371,603218.SSE,27
3372,603220.SSE,61
3373,603222.SSE,35
3374,603223.SSE,50
3375,603225.SSE,10
3376,603226.SSE,25
3377,603227.SSE,22
3378,603228.SSE,60
3379,603229.SSE,35
3380,603232.SSE,62
3381,603233.SSE,35
3382,603236.SSE,61
3383,603238.SSE,34
3384,603239.SSE,30
3385,603256.SSE,22
3386,603258.SSE,63
3387,603259.SSE,35
3388,603260.SSE,12
3389,603266.SSE,22
3390,603267.SSE,60
3391,603268.SSE,24
3392,603269.SSE,26
3393,603277.SSE,26
3394,603278.SSE,26
3395,603279.SSE,26
3396,603283.SSE,26
3397,603286.SSE,30
3398,603288.SSE,36
3399,603289.SSE,26
3400,603297.SSE,60
3401,603298.SSE,26
3402,603299.SSE,22
3403,603300.SSE,23
3404,603301.SSE,35
3405,603303.SSE,33
3406,603305.SSE,30
3407,603306.SSE,30
3408,603308.SSE,26
3409,603309.SSE,35
3410,603311.SSE,33
3411,603313.SSE,25
3412,603315.SSE,26
3413,603316.SSE,23
3414,603317.SSE,36
3415,603318.SSE,26
3416,603319.SSE,30
3417,603320.SSE,27
3418,603321.SSE,26
3419,603322.SSE,61
3420,603323.SSE,40
3421,603326.SSE,25
3422,603327.SSE,60
3423,603328.SSE,60
3424,603329.SSE,50
3425,603330.SSE,22
3426,603331.SSE,26
3427,603332.SSE,22
3428,603333.SSE,27
3429,603335.SSE,30
3430,603336.SSE,37
3431,603337.SSE,26
3432,603338.SSE,26
3433,603339.SSE,26
3434,603345.SSE,36
3435,603348.SSE,30
3436,603351.SSE,35
3437,603355.SSE,33
3438,603356.SSE,26
3439,603357.SSE,23
3440,603358.SSE,30
3441,603359.SSE,23
3442,603360.SSE,22
3443,603363.SSE,37
3444,603365.SSE,34
3445,603366.SSE,33
3446,603367.SSE,35
3447,603368.SSE,35
3448,603369.SSE,36
3449,603377.SSE,70
3450,603378.SSE,22
3451,603379.SSE,22
3452,603380.SSE,60
3453,603383.SSE,62
3454,603385.SSE,24
3455,603386.SSE,60
3456,603387.SSE,35
3457,603388.SSE,23
3458,603389.SSE,25
3459,603390.SSE,--
3460,603393.SSE,20
3461,603396.SSE,27
3462,603398.SSE,25
3463,603399.SSE,12
3464,603416.SSE,26
3465,603421.SSE,61
3466,603429.SSE,25
3467,603444.SSE,63
3468,603456.SSE,35
3469,603458.SSE,23
3470,603466.SSE,23
3471,603477.SSE,34
3472,603486.SSE,26
3473,603488.SSE,26
3474,603489.SSE,--
3475,603496.SSE,62
3476,603499.SSE,25
3477,603500.SSE,26
3478,603501.SSE,60
3479,603505.SSE,24
3480,603506.SSE,42
3481,603507.SSE,27
3482,603508.SSE,60
3483,603515.SSE,33
3484,603516.SSE,62
3485,603517.SSE,36
3486,603518.SSE,34
3487,603519.SSE,22
3488,603520.SSE,35
3489,603527.SSE,12
3490,603528.SSE,62
3491,603530.SSE,27
3492,603533.SSE,63
3493,603535.SSE,50
3494,603536.SSE,36
3495,603538.SSE,35
3496,603555.SSE,34
3497,603556.SSE,26
3498,603557.SSE,34
3499,603558.SSE,34
3500,603559.SSE,61
3501,603566.SSE,37
3502,603567.SSE,35
3503,603568.SSE,20
3504,603569.SSE,50
3505,603577.SSE,27
3506,603578.SSE,33
3507,603579.SSE,33
3508,603580.SSE,22
3509,603583.SSE,26
3510,603585.SSE,22
3511,603586.SSE,30
3512,603587.SSE,34
3513,603588.SSE,20
3514,603589.SSE,36
3515,603590.SSE,35
3516,603595.SSE,60
3517,603596.SSE,30
3518,603598.SSE,63
3519,603599.SSE,22
3520,603600.SSE,25
3521,603601.SSE,22
3522,603602.SSE,61
3523,603603.SSE,20
3524,603605.SSE,22
3525,603606.SSE,27
3526,603607.SSE,25
3527,603608.SSE,34
3528,603609.SSE,37
3529,603610.SSE,--
3530,603611.SSE,30
3531,603612.SSE,12
3532,603613.SSE,63
3533,603615.SSE,22
3534,603616.SSE,24
3535,603617.SSE,26
3536,603618.SSE,27
3537,603619.SSE,10
3538,603626.SSE,26
3539,603628.SSE,27
3540,603629.SSE,60
3541,603630.SSE,22
3542,603633.SSE,60
3543,603636.SSE,62
3544,603637.SSE,23
3545,603638.SSE,26
3546,603639.SSE,22
3547,603648.SSE,50
3548,603650.SSE,22
3549,603655.SSE,30
3550,603656.SSE,26
3551,603657.SSE,33
3552,603658.SSE,35
3553,603659.SSE,60
3554,603660.SSE,62
3555,603661.SSE,25
3556,603662.SSE,26
3557,603663.SSE,12
3558,603665.SSE,34
3559,603666.SSE,26
3560,603667.SSE,26
3561,603668.SSE,37
3562,603669.SSE,35
3563,603676.SSE,35
3564,603677.SSE,33
3565,603678.SSE,60
3566,603679.SSE,33
3567,603680.SSE,26
3568,603681.SSE,22
3569,603683.SSE,22
3570,603685.SSE,33
3571,603686.SSE,20
3572,603687.SSE,25
