,SecurityID,ZXF
1243,002798.SZE,24
1244,002799.SZE,25
1245,002800.SZE,50
1246,002801.SZE,26
1247,002802.SZE,22
1248,002803.SZE,25
1249,002805.SZE,22
1250,002806.SZE,12
1251,002807.SZE,40
1252,002808.SZE,60
1253,002809.SZE,22
1254,002810.SZE,22
1255,002811.SZE,23
1256,002812.SZE,25
1257,002813.SZE,61
1258,002815.SZE,60
1259,002816.SZE,26
1260,002817.SZE,35
1261,002818.SZE,31
1262,002819.SZE,26
1263,002820.SZE,36
1264,002821.SZE,35
1265,002822.SZE,23
1266,002823.SZE,26
1267,002824.SZE,12
1268,002825.SZE,25
1269,002826.SZE,35
1270,002827.SZE,22
1271,002828.SZE,10
1272,002829.SZE,28
1273,002830.SZE,23
1274,002831.SZE,25
1275,002832.SZE,34
1276,002833.SZE,26
1277,002835.SZE,62
1278,002836.SZE,25
1279,002837.SZE,26
1280,002838.SZE,22
1281,002839.SZE,40
1282,002840.SZE,36
1283,002841.SZE,60
1284,002842.SZE,12
1285,002843.SZE,26
1286,002845.SZE,60
1287,002846.SZE,25
1288,002847.SZE,36
1289,002848.SZE,61
1290,002849.SZE,26
1291,002850.SZE,60
1292,002851.SZE,27
1293,002852.SZE,37
1294,002853.SZE,25
1295,002855.SZE,60
1296,002856.SZE,23
1297,002857.SZE,26
1298,002858.SZE,63
1299,002859.SZE,60
1300,002860.SZE,33
1301,002861.SZE,60
1302,002862.SZE,25
1303,002863.SZE,30
1304,002864.SZE,35
1305,002865.SZE,30
1306,002866.SZE,62
1307,002867.SZE,34
1308,002868.SZE,37
1309,002869.SZE,62
1310,002870.SZE,26
1311,002871.SZE,26
1312,002872.SZE,35
1313,002873.SZE,35
1314,002875.SZE,34
1315,002876.SZE,60
1316,002877.SZE,26
1317,002878.SZE,63
1318,002879.SZE,27
1319,002880.SZE,35
1320,002881.SZE,60
1321,002882.SZE,27
1322,002883.SZE,23
1323,002884.SZE,26
1324,002885.SZE,27
1325,002886.SZE,22
1326,002887.SZE,23
1327,002888.SZE,60
1328,002889.SZE,50
1329,002890.SZE,26
1330,002891.SZE,36
1331,002892.SZE,27
1332,002893.SZE,20
1333,002895.SZE,22
1334,002896.SZE,26
1335,002897.SZE,61
1336,002898.SZE,35
1337,002899.SZE,25
1338,002900.SZE,35
1339,002901.SZE,35
1340,002902.SZE,60
1341,002903.SZE,26
1342,002905.SZE,63
1343,002906.SZE,30
1344,002907.SZE,35
1345,002908.SZE,61
1346,002909.SZE,22
1347,002910.SZE,36
1348,002911.SZE,20
1349,002912.SZE,62
1350,002913.SZE,60
1351,002915.SZE,22
1352,002916.SZE,60
1353,002917.SZE,22
1354,002918.SZE,24
1355,002919.SZE,22
1356,002920.SZE,30
1357,002921.SZE,30
1358,002922.SZE,60
1359,002923.SZE,35
1360,002925.SZE,60
1361,002926.SZE,41
1362,002927.SZE,27
1363,002928.SZE,50
1364,002929.SZE,61
1365,002930.SZE,50
1366,002931.SZE,26
1367,002932.SZE,35
1368,002933.SZE,28
1369,002935.SZE,28
1370,002936.SZE,40
1371,002937.SZE,60
1372,002938.SZE,60
1373,002939.SZE,41
1374,002940.SZE,35
1375,002941.SZE,23
1376,002942.SZE,22
1377,002943.SZE,26
1378,002945.SZE,41
1379,002946.SZE,36
1380,002947.SZE,60
1381,002948.SZE,40
1382,002949.SZE,23
1383,002950.SZE,35
1384,002951.SZE,25
1385,002952.SZE,60
1386,002953.SZE,27
1387,002955.SZE,60
1388,002956.SZE,36
1389,002957.SZE,26
1390,002958.SZE,40
1391,002959.SZE,33
1392,002960.SZE,26
1393,002961.SZE,41
1394,002962.SZE,60
1395,002963.SZE,--
1396,002965.SZE,--
1397,002966.SZE,40
1398,002967.SZE,--
1399,002968.SZE,--
1400,002969.SZE,--
1401,002970.SZE,--
1402,002972.SZE,--
1403,003816.SZE,20
1404,200011.SZE,42
1405,200012.SZE,24
1406,200016.SZE,33
1407,200017.SZE,26
1408,200018.SZE,23
1409,200019.SZE,36
1410,200020.SZE,60
1411,200025.SZE,70
1412,200026.SZE,31
1413,200028.SZE,35
1414,200029.SZE,42
1415,200030.SZE,30
1416,200037.SZE,20
1417,200045.SZE,60
1418,200054.SZE,--
1419,200055.SZE,24
1420,200056.SZE,42
1421,200058.SZE,42
1422,200152.SZE,--
1423,200160.SZE,--
1424,200168.SZE,--
1425,200413.SZE,60
1426,200429.SZE,50
1427,200468.SZE,--
1428,200488.SZE,25
1429,200505.SZE,36
1430,200512.SZE,--
1431,200521.SZE,33
1432,200530.SZE,26
1433,200539.SZE,20
1434,200541.SZE,33
1435,200550.SZE,30
1436,200553.SZE,22
1437,200570.SZE,26
1438,200581.SZE,30
1439,200596.SZE,36
1440,200613.SZE,32
1441,200625.SZE,30
1442,200706.SZE,--
1443,200725.SZE,60
1444,200726.SZE,34
1445,200761.SZE,21
1446,200771.SZE,--
1447,200869.SZE,36
1448,200986.SZE,--
1449,200992.SZE,--
1450,201872.SZE,50
1451,300001.SZE,27
1452,300002.SZE,62
1453,300003.SZE,35
1454,300004.SZE,26
1455,300005.SZE,34
1456,300006.SZE,35
1457,300007.SZE,60
1458,300008.SZE,26
1459,300009.SZE,35
1460,300010.SZE,62
1461,300011.SZE,26
1462,300012.SZE,20
1463,300013.SZE,50
1464,300014.SZE,60
1465,300015.SZE,35
1466,300016.SZE,35
1467,300017.SZE,62
1468,300018.SZE,27
1469,300019.SZE,22
1470,300020.SZE,62
1471,300021.SZE,24
1472,300022.SZE,26
1473,300023.SZE,41
1474,300024.SZE,26
1475,300025.SZE,61
1476,300026.SZE,35
1477,300027.SZE,63
1478,300028.SZE,60
1479,300029.SZE,26
1480,300030.SZE,35
1481,300031.SZE,63
1482,300032.SZE,60
1483,300033.SZE,62
1484,300034.SZE,28
1485,300035.SZE,26
1486,300036.SZE,62
1487,300037.SZE,22
1488,300038.SZE,63
1489,300039.SZE,35
1490,300040.SZE,27
1491,300041.SZE,22
1492,300042.SZE,62
1493,300043.SZE,63
1494,300044.SZE,23
1495,300045.SZE,28
1496,300046.SZE,60
1497,300047.SZE,62
1498,300048.SZE,27
1499,300049.SZE,35
1500,300050.SZE,61
1501,300051.SZE,63
1502,300052.SZE,63
1503,300053.SZE,60
1504,300054.SZE,60
1505,300055.SZE,20
1506,300056.SZE,20
1507,300057.SZE,25
1508,300058.SZE,63
1509,300059.SZE,41
1510,300061.SZE,63
1511,300062.SZE,27
1512,300063.SZE,63
1513,300064.SZE,24
1514,300065.SZE,28
1515,300066.SZE,26
1516,300067.SZE,22
1517,300068.SZE,27
1518,300069.SZE,27
1519,300070.SZE,20
1520,300071.SZE,63
1521,300072.SZE,22
1522,300073.SZE,22
1523,300074.SZE,62
1524,300075.SZE,62
1525,300076.SZE,62
1526,300077.SZE,60
1527,300078.SZE,62
1528,300079.SZE,63
1529,300080.SZE,27
1530,300081.SZE,61
1531,300082.SZE,22
1532,300083.SZE,60
1533,300084.SZE,26
1534,300085.SZE,62
1535,300086.SZE,35
1536,300087.SZE,37
1537,300088.SZE,60
1538,300089.SZE,70
1539,300090.SZE,20
1540,300091.SZE,27
1541,300092.SZE,26
1542,300093.SZE,24
1543,300094.SZE,37
1544,300095.SZE,26
1545,300096.SZE,62
1546,300097.SZE,26
1547,300098.SZE,62
1548,300099.SZE,26
1549,300100.SZE,30
1550,300101.SZE,28
1551,300102.SZE,60
1552,300103.SZE,26
1553,300104.SZE,63
1554,300105.SZE,26
1555,300106.SZE,37
1556,300107.SZE,22
1557,300108.SZE,35
1558,300109.SZE,35
1559,300110.SZE,35
1560,300111.SZE,27
1561,300112.SZE,26
1562,300113.SZE,63
1563,300114.SZE,28
1564,300115.SZE,60
1565,300116.SZE,26
1566,300117.SZE,23
1567,300118.SZE,27
1568,300119.SZE,37
1569,300120.SZE,27
1570,300121.SZE,22
1571,300122.SZE,35
1572,300123.SZE,28
1573,300124.SZE,26
1574,300125.SZE,27
1575,300126.SZE,26
1576,300127.SZE,60
1577,300128.SZE,60
1578,300129.SZE,27
1579,300130.SZE,62
1580,300131.SZE,60
1581,300132.SZE,22
1582,300133.SZE,63
1583,300134.SZE,61
1584,300135.SZE,10
1585,300136.SZE,61
1586,300137.SZE,20
1587,300138.SZE,36
1588,300139.SZE,60
1589,300140.SZE,27
1590,300141.SZE,27
1591,300142.SZE,35
1592,300143.SZE,35
1593,300144.SZE,32
1594,300145.SZE,26
1595,300146.SZE,36
1596,300147.SZE,35
1597,300148.SZE,63
1598,300149.SZE,35
1599,300150.SZE,62
1600,300151.SZE,26
1601,300152.SZE,20
1602,300153.SZE,27
1603,300154.SZE,26
1604,300155.SZE,60
1605,300156.SZE,20
1606,300157.SZE,62
1607,300158.SZE,35
1608,300159.SZE,26
1609,300160.SZE,24
1610,300161.SZE,26
1611,300162.SZE,60
1612,300163.SZE,24
1613,300164.SZE,26
1614,300165.SZE,26
1615,300166.SZE,62
1616,300167.SZE,62
1617,300168.SZE,62
1618,300169.SZE,22
1619,300170.SZE,62
1620,300171.SZE,35
1621,300172.SZE,20
1622,300173.SZE,26
1623,300174.SZE,22
1624,300175.SZE,37
1625,300176.SZE,26
1626,300177.SZE,62
1627,300178.SZE,32
1628,300179.SZE,24
1629,300180.SZE,22
1630,300181.SZE,35
1631,300182.SZE,62
1632,300183.SZE,61
1633,300184.SZE,60
1634,300185.SZE,27
1635,300187.SZE,20
1636,300188.SZE,62
1637,300189.SZE,37
1638,300190.SZE,20
1639,300191.SZE,26
1640,300192.SZE,22
1641,300193.SZE,26
1642,300194.SZE,35
1643,300195.SZE,26
1644,300196.SZE,24
1645,300197.SZE,23
1646,300198.SZE,24
1647,300199.SZE,35
1648,300200.SZE,22
1649,300201.SZE,30
1650,300202.SZE,62
1651,300203.SZE,20
1652,300204.SZE,35
1653,300205.SZE,61
1654,300206.SZE,35
1655,300207.SZE,60
1656,300208.SZE,27
1657,300209.SZE,62
1658,300210.SZE,26
1659,300211.SZE,61
1660,300212.SZE,62
1661,300213.SZE,61
1662,300214.SZE,22
1663,300215.SZE,27
1664,300216.SZE,26
1665,300217.SZE,33
1666,300218.SZE,22
1667,300219.SZE,60
1668,300220.SZE,60
1669,300221.SZE,22
1670,300222.SZE,27
1671,300223.SZE,60
1672,300224.SZE,60
1673,300225.SZE,22
1674,300226.SZE,63
1675,300227.SZE,60
1676,300228.SZE,26
1677,300229.SZE,62
1678,300230.SZE,22
1679,300231.SZE,62
1680,300232.SZE,60
1681,300233.SZE,35
1682,300234.SZE,24
1683,300235.SZE,62
1684,300236.SZE,22
1685,300237.SZE,23
1686,300238.SZE,35
1687,300239.SZE,35
1688,300240.SZE,50
1689,300241.SZE,60
1690,300242.SZE,63
1691,300243.SZE,22
1692,300244.SZE,35
1693,300245.SZE,62
1694,300246.SZE,35
1695,300247.SZE,33
1696,300248.SZE,62
1697,300249.SZE,33
1698,300250.SZE,61
1699,300251.SZE,63
1700,300252.SZE,28
1701,300253.SZE,62
1702,300254.SZE,35
1703,300255.SZE,35
1704,300256.SZE,60
1705,300257.SZE,26
1706,300258.SZE,30
1707,300259.SZE,26
1708,300260.SZE,26
1709,300261.SZE,22
1710,300262.SZE,20
1711,300263.SZE,26
1712,300264.SZE,61
1713,300265.SZE,27
1714,300266.SZE,20
1715,300267.SZE,35
1716,300268.SZE,37
1717,300269.SZE,63
1718,300270.SZE,62
1719,300271.SZE,62
1720,300272.SZE,33
1721,300273.SZE,35
1722,300274.SZE,27
1723,300275.SZE,62
1724,300276.SZE,26
1725,300277.SZE,62
1726,300278.SZE,26
1727,300279.SZE,33
1728,300280.SZE,26
1729,300281.SZE,26
1730,300282.SZE,60
1731,300283.SZE,27
1732,300284.SZE,23
1733,300285.SZE,22
1734,300286.SZE,27
1735,300287.SZE,62
1736,300288.SZE,62
1737,300289.SZE,35
1738,300290.SZE,62
1739,300291.SZE,63
1740,300292.SZE,61
1741,300293.SZE,26
1742,300294.SZE,35
1743,300295.SZE,63
1744,300296.SZE,60
1745,300297.SZE,62
1746,300298.SZE,35
1747,300299.SZE,63
1748,300300.SZE,62
1749,300301.SZE,60
1750,300302.SZE,62
1751,300303.SZE,60
1752,300304.SZE,30
1753,300305.SZE,22
1754,300306.SZE,26
1755,300307.SZE,26
1756,300308.SZE,61
1757,300309.SZE,41
1758,300310.SZE,61
1759,300311.SZE,62
1760,300312.SZE,61
1761,300313.SZE,37
1762,300314.SZE,35
1763,300315.SZE,63
1764,300316.SZE,26
1765,300317.SZE,33
1766,300318.SZE,35
1767,300319.SZE,60
1768,300320.SZE,22
1769,300321.SZE,22
1770,300322.SZE,61
1771,300323.SZE,60
1772,300324.SZE,62
1773,300325.SZE,22
1774,300326.SZE,35
1775,300327.SZE,60
1776,300328.SZE,12
1777,300329.SZE,25
1778,300330.SZE,62
1779,300331.SZE,60
1780,300332.SZE,20
1781,300333.SZE,62
1782,300334.SZE,20
1783,300335.SZE,20
1784,300336.SZE,63
1785,300337.SZE,12
1786,300338.SZE,70
1787,300339.SZE,62
1788,300340.SZE,22
1789,300341.SZE,27
1790,300342.SZE,33
1791,300343.SZE,63
1792,300344.SZE,24
1793,300345.SZE,24
1794,300346.SZE,60
1795,300347.SZE,35
1796,300348.SZE,62
1797,300349.SZE,26
1798,300350.SZE,50
1799,300351.SZE,26
1800,300352.SZE,62
1801,300353.SZE,61
1802,300354.SZE,26
1803,300355.SZE,23
1804,300356.SZE,60
1805,300357.SZE,35
1806,300358.SZE,35
1807,300359.SZE,63
1808,300360.SZE,60
1809,300362.SZE,20
1810,300363.SZE,35
1811,300364.SZE,63
1812,300365.SZE,62
1813,300366.SZE,62
1814,300367.SZE,62
1815,300368.SZE,62
1816,300369.SZE,62
1817,300370.SZE,26
1818,300371.SZE,26
1819,300373.SZE,60
1820,300374.SZE,24
1821,300375.SZE,30
1822,300376.SZE,27
1823,300377.SZE,62
1824,300378.SZE,62
1825,300379.SZE,62
1826,300380.SZE,62
1827,300381.SZE,37
1828,300382.SZE,26
1829,300383.SZE,61
1830,300384.SZE,10
1831,300385.SZE,20
1832,300386.SZE,62
1833,300387.SZE,22
1834,300388.SZE,20
1835,300389.SZE,60
1836,300390.SZE,60
1837,300391.SZE,26
1838,300392.SZE,63
1839,300393.SZE,27
1840,300394.SZE,61
1841,300395.SZE,60
1842,300396.SZE,35
1843,300397.SZE,28
1844,300398.SZE,22
1845,300399.SZE,62
1846,300400.SZE,26
1847,300401.SZE,35
1848,300402.SZE,26
1849,300403.SZE,33
1850,300404.SZE,35
1851,300405.SZE,22
1852,300406.SZE,35
1853,300407.SZE,27
1854,300408.SZE,60
1855,300409.SZE,24
1856,300410.SZE,26
1857,300411.SZE,26
1858,300412.SZE,35
1859,300413.SZE,63
1860,300414.SZE,61
1861,300415.SZE,26
1862,300416.SZE,26
1863,300417.SZE,26
1864,300418.SZE,63
1865,300419.SZE,62
1866,300420.SZE,26
1867,300421.SZE,26
1868,300422.SZE,20
1869,300423.SZE,27
1870,300424.SZE,28
1871,300425.SZE,20
1872,300426.SZE,63
1873,300427.SZE,27
1874,300428.SZE,12
1875,300429.SZE,22
1876,300430.SZE,26
1877,300431.SZE,63
1878,300432.SZE,30
1879,300433.SZE,60
1880,300434.SZE,35
1881,300435.SZE,26
1882,300436.SZE,35
1883,300437.SZE,22
1884,300438.SZE,60
1885,300439.SZE,35
1886,300440.SZE,62
1887,300441.SZE,26
1888,300442.SZE,26
1889,300443.SZE,27
1890,300444.SZE,27
1891,300445.SZE,26
1892,300446.SZE,60
1893,300447.SZE,28
1894,300448.SZE,62
1895,300449.SZE,62
1896,300450.SZE,26
1897,300451.SZE,62
1898,300452.SZE,35
1899,300453.SZE,35
1900,300454.SZE,62
1901,300455.SZE,62
1902,300456.SZE,28
1903,300457.SZE,26
1904,300458.SZE,62
1905,300459.SZE,63
1906,300460.SZE,60
1907,300461.SZE,26
1908,300462.SZE,60
1909,300463.SZE,35
1910,300464.SZE,26
1911,300465.SZE,62
1912,300466.SZE,26
1913,300467.SZE,63
1914,300468.SZE,62
1915,300469.SZE,62
1916,300470.SZE,26
1917,300471.SZE,26
1918,300472.SZE,26
1919,300473.SZE,30
1920,300474.SZE,28
1921,300475.SZE,33
1922,300476.SZE,60
1923,300477.SZE,27
1924,300478.SZE,22
1925,300479.SZE,62
1926,300480.SZE,26
1927,300481.SZE,22
1928,300482.SZE,35
1929,300483.SZE,23
1930,300484.SZE,27
1931,300485.SZE,35
1932,300486.SZE,26
1933,300487.SZE,22
1934,300488.SZE,26
1935,300489.SZE,26
1936,300490.SZE,27
1937,300491.SZE,60
1938,300492.SZE,23
1939,300493.SZE,60
1940,300494.SZE,63
1941,300495.SZE,23
1942,300496.SZE,62
1943,300497.SZE,35
1944,300498.SZE,37
1945,300499.SZE,26
1946,300500.SZE,23
1947,300501.SZE,25
1948,300502.SZE,61
1949,300503.SZE,26
1950,300504.SZE,61
1951,300505.SZE,22
1952,300506.SZE,23
1953,300507.SZE,30
1954,300508.SZE,26
1955,300509.SZE,26
1956,300510.SZE,27
1957,300511.SZE,37
1958,300512.SZE,26
1959,300513.SZE,62
1960,300514.SZE,26
1961,300515.SZE,60
1962,300516.SZE,60
1963,300517.SZE,23
1964,300518.SZE,63
1965,300519.SZE,35
1966,300520.SZE,62
1967,300521.SZE,26
1968,300522.SZE,22
1969,300523.SZE,62
1970,300525.SZE,62
1971,300526.SZE,34
1972,300527.SZE,28
1973,300528.SZE,63
1974,300529.SZE,35
1975,300530.SZE,22
1976,300531.SZE,62
1977,300532.SZE,62
1978,300533.SZE,63
1979,300534.SZE,35
1980,300535.SZE,22
1981,300536.SZE,23
1982,300537.SZE,22
1983,300538.SZE,22
1984,300539.SZE,25
1985,300540.SZE,26
1986,300541.SZE,62
1987,300542.SZE,62
1988,300543.SZE,60
1989,300545.SZE,60
1990,300546.SZE,62
1991,300547.SZE,22
1992,300548.SZE,61
1993,300549.SZE,26
1994,300550.SZE,62
1995,300551.SZE,26
1996,300552.SZE,62
1997,300553.SZE,26
1998,300554.SZE,26
1999,300555.SZE,61
2000,300556.SZE,62
2001,300557.SZE,26
2002,300558.SZE,35
2003,300559.SZE,62
2004,300560.SZE,61
2005,300561.SZE,62
2006,300562.SZE,35
2007,300563.SZE,61
2008,300564.SZE,--
2009,300565.SZE,61
2010,300566.SZE,60
2011,300567.SZE,26
2012,300568.SZE,22
2013,300569.SZE,27
2014,300570.SZE,61
2015,300571.SZE,61
2016,300572.SZE,26
2017,300573.SZE,35
2018,300575.SZE,22
2019,300576.SZE,22
2020,300577.SZE,34
2021,300578.SZE,61
2022,300579.SZE,62
2023,300580.SZE,30
2024,300581.SZE,28
2025,300582.SZE,33
2026,300583.SZE,35
2027,300584.SZE,35
2028,300585.SZE,30
2029,300586.SZE,22
2030,300587.SZE,22
2031,300588.SZE,62
2032,300589.SZE,26
2033,300590.SZE,61
2034,300591.SZE,34
2035,300592.SZE,23
2036,300593.SZE,61
2037,300594.SZE,26
2038,300595.SZE,35
2039,300596.SZE,22
2040,300597.SZE,61
2041,300598.SZE,62
2042,300599.SZE,22
2043,300600.SZE,26
2044,300601.SZE,35
2045,300602.SZE,60
2046,300603.SZE,61
2047,300604.SZE,60
2048,300605.SZE,62
2049,300606.SZE,26
2050,300607.SZE,26
2051,300608.SZE,62
2052,300609.SZE,62
2053,300610.SZE,22
2054,300611.SZE,30
2055,300612.SZE,63
2056,300613.SZE,60
2057,300615.SZE,61
2058,300616.SZE,25
2059,300617.SZE,27
2060,300618.SZE,12
2061,300619.SZE,26
2062,300620.SZE,61
2063,300621.SZE,23
2064,300622.SZE,35
2065,300623.SZE,60
2066,300624.SZE,62
2067,300625.SZE,33
2068,300626.SZE,27
2069,300627.SZE,61
2070,300628.SZE,61
2071,300629.SZE,26
2072,300630.SZE,35
2073,300631.SZE,20
2074,300632.SZE,33
2075,300633.SZE,35
2076,300634.SZE,62
2077,300635.SZE,70
2078,300636.SZE,35
2079,300637.SZE,22
2080,300638.SZE,61
2081,300639.SZE,35
2082,300640.SZE,25
2083,300641.SZE,22
2084,300642.SZE,35
2085,300643.SZE,30
2086,300644.SZE,30
2087,300645.SZE,62
2088,300647.SZE,60
2089,300648.SZE,26
2090,300649.SZE,23
2091,300650.SZE,33
2092,300651.SZE,25
2093,300652.SZE,30
2094,300653.SZE,35
2095,300654.SZE,63
2096,300655.SZE,22
2097,300656.SZE,60
2098,300657.SZE,60
2099,300658.SZE,25
2100,300659.SZE,62
2101,300660.SZE,60
2102,300661.SZE,60
2103,300662.SZE,70
2104,300663.SZE,62
2105,300664.SZE,20
2106,300665.SZE,22
2107,300666.SZE,60
2108,300667.SZE,60
2109,300668.SZE,23
2110,300669.SZE,26
2111,300670.SZE,27
2112,300671.SZE,60
2113,300672.SZE,60
2114,300673.SZE,37
2115,300674.SZE,62
2116,300675.SZE,23
2117,300676.SZE,35
2118,300677.SZE,35
2119,300678.SZE,62
2120,300679.SZE,60
2121,300680.SZE,30
2122,300681.SZE,30
2123,300682.SZE,62
2124,300683.SZE,35
2125,300684.SZE,22
2126,300685.SZE,35
2127,300686.SZE,60
2128,300687.SZE,62
2129,300688.SZE,70
2130,300689.SZE,61
2131,300690.SZE,22
2132,300691.SZE,60
2133,300692.SZE,20
2134,300693.SZE,27
2135,300694.SZE,30
2136,300695.SZE,30
2137,300696.SZE,28
2138,300697.SZE,12
2139,300698.SZE,61
2140,300699.SZE,22
2141,300700.SZE,26
2142,300701.SZE,60
2143,300702.SZE,35
2144,300703.SZE,25
2145,300705.SZE,35
2146,300706.SZE,60
2147,300707.SZE,30
2148,300708.SZE,60
2149,300709.SZE,60
2150,300710.SZE,61
2151,300711.SZE,61
2152,300712.SZE,23
2153,300713.SZE,27
2154,300715.SZE,24
2155,300716.SZE,22
2156,300717.SZE,22
2157,300718.SZE,26
2158,300719.SZE,28
2159,300720.SZE,26
2160,300721.SZE,22
2161,300722.SZE,28
2162,300723.SZE,35
2163,300724.SZE,26
2164,300725.SZE,35
2165,300726.SZE,60
2166,300727.SZE,22
2167,300729.SZE,25
2168,300730.SZE,62
2169,300731.SZE,61
2170,300732.SZE,23
2171,300733.SZE,30
2172,300735.SZE,61
2173,300736.SZE,61
2174,300737.SZE,24
2175,300738.SZE,62
2176,300739.SZE,60
2177,300740.SZE,22
2178,300741.SZE,36
2179,300742.SZE,30
2180,300743.SZE,62
2181,300745.SZE,27
2182,300746.SZE,23
2183,300747.SZE,60
2184,300748.SZE,12
2185,300749.SZE,25
2186,300750.SZE,30
2187,300751.SZE,26
2188,300752.SZE,60
2189,300753.SZE,35
2190,300755.SZE,31
2191,300756.SZE,26
2192,300757.SZE,26
2193,300758.SZE,22
2194,300759.SZE,35
2195,300760.SZE,35
2196,300761.SZE,37
2197,300762.SZE,28
2198,300763.SZE,27
2199,300765.SZE,35
2200,300766.SZE,63
2201,300767.SZE,22
2202,300768.SZE,62
2203,300769.SZE,22
2204,300770.SZE,63
2205,300771.SZE,62
2206,300772.SZE,27
2207,300773.SZE,41
2208,300775.SZE,28
2209,300776.SZE,60
2210,300777.SZE,22
2211,300778.SZE,23
2212,300779.SZE,20
2213,300780.SZE,26
2214,300781.SZE,63
2215,300782.SZE,60
2216,300783.SZE,36
2217,300785.SZE,63
2218,300786.SZE,26
2219,300787.SZE,60
2220,300788.SZE,63
2221,300789.SZE,62
2222,300790.SZE,60
2223,300791.SZE,36
2224,300792.SZE,63
2225,300793.SZE,--
2226,300795.SZE,--
2227,300796.SZE,--
2228,300797.SZE,--
2229,300798.SZE,--
2230,300799.SZE,--
2231,300800.SZE,--
2232,300801.SZE,--
2233,300802.SZE,--
2234,300803.SZE,--
2235,300805.SZE,--
2236,300806.SZE,--
2237,300807.SZE,--
2238,300808.SZE,--
2239,300809.SZE,--
2240,300810.SZE,--
2241,300811.SZE,--
2242,600000.SSE,40
2243,600004.SSE,50
2244,600006.SSE,30
2245,600007.SSE,42
2246,600008.SSE,20
2247,600009.SSE,50
2248,600010.SSE,21
2249,600011.SSE,20
2250,600012.SSE,50
2251,600015.SSE,40
2252,600016.SSE,40
2253,600017.SSE,50
2254,600018.SSE,50
2255,600019.SSE,21
2256,600020.SSE,50
2257,600021.SSE,20
2258,600022.SSE,21
2259,600023.SSE,20
2260,600025.SSE,20
2261,600026.SSE,50
2262,600027.SSE,20
2263,600028.SSE,10
2264,600029.SSE,50
2265,600030.SSE,41
2266,600031.SSE,26
2267,600033.SSE,50
2268,600035.SSE,50
2269,600036.SSE,40
2270,600037.SSE,63
2271,600038.SSE,28
2272,600039.SSE,23
2273,600048.SSE,42
2274,600050.SSE,61
2275,600051.SSE,70
2276,600052.SSE,42
2277,600053.SSE,41
2278,600054.SSE,32
2279,600055.SSE,35
2280,600056.SSE,35
2281,600057.SSE,50
2282,600058.SSE,21
2283,600059.SSE,36
2284,600060.SSE,33
2285,600061.SSE,41
2286,600062.SSE,35
2287,600063.SSE,22
2288,600064.SSE,42
2289,600066.SSE,30
2290,600067.SSE,42
2291,600068.SSE,23
2292,600069.SSE,25
2293,600070.SSE,70
2294,600071.SSE,60
2295,600072.SSE,26
2296,600073.SSE,36
2297,600074.SSE,60
2298,600075.SSE,22
2299,600076.SSE,25
2300,600077.SSE,42
2301,600078.SSE,22
2302,600079.SSE,35
2303,600080.SSE,35
2304,600081.SSE,30
2305,600082.SSE,70
2306,600083.SSE,62
2307,600084.SSE,36
2308,600085.SSE,35
2309,600086.SSE,31
2310,600088.SSE,63
2311,600089.SSE,27
2312,600090.SSE,35
2313,600091.SSE,22
2314,600093.SSE,41
2315,600094.SSE,42
2316,600095.SSE,42
2317,600096.SSE,22
2318,600097.SSE,37
2319,600098.SSE,20
2320,600099.SSE,30
2321,600100.SSE,62
2322,600101.SSE,20
2323,600103.SSE,25
2324,600104.SSE,30
2325,600105.SSE,61
2326,600106.SSE,50
2327,600107.SSE,34
2328,600108.SSE,37
2329,600109.SSE,41
2330,600110.SSE,60
2331,600111.SSE,12
2332,600112.SSE,27
2333,600113.SSE,31
2334,600114.SSE,26
2335,600115.SSE,50
2336,600116.SSE,20
2337,600117.SSE,21
2338,600118.SSE,28
2339,600119.SSE,50
2340,600120.SSE,31
2341,600121.SSE,11
2342,600122.SSE,31
2343,600123.SSE,11
2344,600125.SSE,50
2345,600126.SSE,21
2346,600127.SSE,37
2347,600128.SSE,70
2348,600129.SSE,35
2349,600130.SSE,61
2350,600131.SSE,20
2351,600132.SSE,36
2352,600133.SSE,42
2353,600135.SSE,22
2354,600136.SSE,63
2355,600137.SSE,34
2356,600138.SSE,32
2357,600139.SSE,70
2358,600141.SSE,22
2359,600143.SSE,22
2360,600145.SSE,31
2361,600146.SSE,34
2362,600148.SSE,30
2363,600149.SSE,70
2364,600150.SSE,26
2365,600151.SSE,27
2366,600152.SSE,70
2367,600153.SSE,50
2368,600155.SSE,41
2369,600156.SSE,34
2370,600157.SSE,11
2371,600158.SSE,42
2372,600159.SSE,42
2373,600160.SSE,22
2374,600161.SSE,35
2375,600162.SSE,42
2376,600163.SSE,27
2377,600165.SSE,26
2378,600166.SSE,30
2379,600167.SSE,20
2380,600168.SSE,20
2381,600169.SSE,26
2382,600170.SSE,23
2383,600171.SSE,60
2384,600172.SSE,26
2385,600173.SSE,42
2386,600175.SSE,70
2387,600176.SSE,24
2388,600177.SSE,42
2389,600178.SSE,30
2390,600179.SSE,50
2391,600180.SSE,50
2392,600182.SSE,30
2393,600183.SSE,60
2394,600184.SSE,28
2395,600185.SSE,42
2396,600186.SSE,36
2397,600187.SSE,20
2398,600188.SSE,11
2399,600189.SSE,37
2400,600190.SSE,50
2401,600191.SSE,37
2402,600192.SSE,27
2403,600193.SSE,21
2404,600195.SSE,37
2405,600196.SSE,35
2406,600197.SSE,36
2407,600198.SSE,61
